ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
-0.036826,0.907975,67.939995,134.545028,83.202032,108.165516,0.839126,0.055282,37.5,37.14454,38.737524,1.857143,4.149843,0.247943,-0.247943,0.027209,4.159094,-28.016976,-0.008866,4.100538,18.987342,0.03102,-0.189879,-0.189879,1.872727,4.159094
0.140091,0.928094,69.868116,69.678473,69.328701,111.630998,0.985644,0.061747,22.222222,37.153055,41.564152,1.368421,5.18897,-0.383443,0.383443,0.115676,5.40098,92.865472,0.03461,5.224928,22.222222,0.049451,0.387384,0.387384,0.391753,5.40098
-0.049333,0.957435,73.892827,84.395339,76.766022,112.474387,0.964927,0.064855,22.900763,37.161806,45.600489,1.381818,2.267334,0.231519,-0.231519,0.105118,2.398345,10.130574,-0.030321,2.402581,18.404908,0.053158,-0.726565,-0.726565,8.588235,2.398345
0.016692,0.958046,74.847756,77.648658,74.741745,113.974125,0.959395,0.063892,22.900763,37.170304,44.7649,1.381818,9.262924,0.252012,-0.252012,-0.055856,9.316389,181.694603,0.077647,9.240479,25.641026,0.022541,0.411226,0.411226,10.7,9.316389
0.116455,0.970982,76.908014,93.384118,78.443938,112.014743,0.993892,0.067574,22.727273,37.178427,47.283944,1.538462,4.30142,0.143962,-0.143962,0.106273,6.454968,103.39334,0.039111,2.837773,22.727273,0.055701,0.024028,0.024028,0.2,6.454968
-0.018,0.979805,79.187595,107.75006,80.803768,110.546849,0.969655,0.068632,23.076923,37.186202,49.265231,1.407407,1.407965,0.115324,-0.115324,0.004686,1.433786,250.305306,0.096271,1.395486,23.076923,0.057078,3.382069,3.382069,2.023256,1.433786
-0.034571,0.953292,77.808205,108.928567,81.001638,112.347657,0.878922,0.061029,34.090909,37.19381,44.612692,1.666667,14.265079,0.249433,-0.249433,0.147993,14.277655,1.770419,0.000486,14.010835,16.483516,0.042223,0.002664,0.002664,1.6,14.277655
-0.03629,0.931641,78.700507,99.864271,79.566802,111.116739,0.949022,0.06662,27.272727,37.200535,43.601083,1.55814,2.302382,-0.155115,0.155115,0.188579,2.293097,6.008017,0.002131,2.272468,21.276596,0.044795,0.067965,0.067965,4.64,2.293097
-0.018,0.953628,78.517887,88.270776,77.051115,112.715181,0.981449,0.067087,22.727273,37.208023,46.182503,1.4,14.587755,0.244695,-0.244695,0.050564,14.585969,252.588582,0.095677,12.509384,22.727273,0.05729,0.074578,0.074578,0.65,14.585969
-0.028,0.972643,80.216525,107.576329,80.625216,110.864546,0.987907,0.068891,22.900763,37.214949,49.375896,1.425926,11.331767,-0.152593,0.152593,0.005718,11.89734,11.889502,0.004534,11.384706,22.900763,0.057492,0.020955,0.020955,0.13913,11.89734
-0.021279,0.987895,79.463212,70.691079,73.598309,114.822297,0.99795,0.020719,22.222222,37.222186,50.097224,0.31068,14.330202,0.013257,-0.013257,0.264903,25.866359,323.305419,0.119773,16.990446,22.222222,0.057977,0.028066,0.028066,0.31068,25.866359
0.0638,0.99463,81.016412,101.52672,79.440854,111.57138,0.996478,0.068999,22.900763,37.228916,52.904956,1.425926,9.499797,0.185507,-0.185507,0.027368,9.526844,265.662661,0.101398,9.351231,22.900763,0.05785,0.564319,0.564319,1.911111,9.526844
0.668,0.992549,83.355404,133.211291,82.902859,109.290982,0.981705,0.071001,22.058824,37.235179,52.824237,1.344828,3.724645,0.247745,-0.247745,0.075146,5.857226,-45.832588,0.002805,4.116694,25.0,0.048403,0.003268,0.003268,0.22449,5.857226
-0.001136,0.993689,80.162363,51.358218,57.507286,109.458208,0.998003,0.060506,21.73913,37.241813,49.922252,1.555556,18.973277,-0.263766,0.263766,0.359394,18.964325,230.582605,0.083544,17.383181,21.73913,0.055289,0.015017,0.015017,9.615385,18.964325
-0.078655,0.996058,81.34721,105.029856,79.970533,111.206027,0.996276,0.069448,22.900763,37.248121,53.36258,1.425926,10.631672,0.186068,-0.186068,0.027591,10.625586,208.432761,0.079554,9.803535,22.900763,0.058633,0.152609,0.152609,0.679487,10.625586
-0.035565,0.984791,64.41558,66.156429,66.635333,111.636141,0.944328,0.040385,20.833333,37.250818,43.999515,1.618182,1.192147,-1.041457,1.041457,0.250071,28.511921,838.232365,0.288212,21.06742,20.833333,0.040002,0.030316,0.030316,2.789474,28.511921
-0.072,0.924193,65.193769,138.679295,83.314775,108.309539,0.826814,0.053142,32.258065,37.256353,39.243806,1.735294,1.642848,0.240142,-0.240142,0.117351,1.751488,-23.011335,-0.005085,1.714571,15.789474,0.037921,-0.319683,-0.319683,1.235294,1.751488
-0.041344,0.952566,61.990065,49.931845,56.159083,109.32278,0.99663,0.043247,24.590164,37.261755,41.263372,0.876923,15.39489,0.369393,-0.369393,0.006221,22.027972,230.998541,0.094672,14.996052,24.590164,0.032499,0.017489,0.017489,0.90625,22.027972
-0.029923,0.979443,68.926675,57.748825,62.119558,112.656276,0.989639,0.06066,21.89781,37.269269,45.699355,1.322034,9.03018,-0.334091,0.334091,0.1507,9.014153,42.784104,0.015615,8.947442,21.89781,0.048059,0.093708,0.093708,8.785714,9.014153
0.067478,0.98215,73.31556,66.663285,67.735529,112.298944,0.982283,0.063765,22.556391,37.275795,46.964094,1.375,19.472847,-0.339614,0.339614,-0.073622,19.46172,190.770154,0.082944,19.123955,26.086957,0.009344,0.037257,0.037257,18.166667,19.46172
0.079182,0.890632,67.715334,141.624986,83.510982,108.504152,0.629714,0.052457,27.027027,37.278918,37.014785,0.707692,1.046241,-0.380884,0.380884,0.048164,14.849234,477.474761,0.217901,6.760171,27.027027,0.0497,0.035013,0.035013,0.734375,14.849234
0.204857,0.770386,63.706602,143.994608,83.786821,108.56593,0.68878,0.048047,50.0,37.282213,30.282586,1.307692,17.171999,-0.167875,0.167875,0.074973,25.484974,97.282958,0.087675,22.954726,50.847458,0.022159,0.01251,0.01251,2.470588,25.484974
-0.063977,0.836348,64.986733,70.755281,73.875163,114.687393,0.97302,0.055073,22.222222,37.286263,36.697467,1.5,24.610181,0.256939,-0.256939,0.050873,24.654061,128.708421,0.047319,23.738434,22.058824,0.048542,0.011653,0.011653,12.6,24.654061
-0.07378,0.91293,70.014815,74.018183,73.636857,114.904298,0.975735,0.062191,22.38806,37.292184,43.015565,1.392857,9.64219,0.07082,-0.07082,-0.000172,9.641534,1.435869,0.000536,9.203709,22.38806,0.050316,0.003101,0.003101,0.089431,9.641534
0.025316,0.952874,73.867546,79.895145,76.025345,115.02087,0.988613,0.063766,22.38806,37.297549,46.29519,1.350877,16.496607,0.210089,-0.210089,0.031866,17.383787,-126.724651,0.044411,16.809534,28.571429,0.022223,0.116203,0.116203,0.544118,17.383787
-0.021882,0.973086,76.99736,89.108335,77.106414,113.022111,0.982835,0.066443,22.727273,37.302062,48.715497,1.4,16.105727,-0.004854,0.004854,-0.00606,16.130003,145.433128,0.055088,15.6172,22.727273,0.055282,0.189367,0.189367,0.517241,16.130003
0.006,0.980476,79.981377,122.194484,81.154609,109.82996,0.989402,0.055967,24.390244,37.306174,50.67017,3.241379,22.839674,0.040151,-0.040151,0.016643,22.818317,102.331322,0.041939,16.115212,24.590164,0.029782,0.010939,0.010939,0.418605,22.818317
-0.09,0.985471,80.686311,93.076357,78.423176,112.335082,0.987335,0.068597,22.727273,37.309805,50.751807,0.736842,4.265064,-0.176128,0.176128,0.022483,8.826773,291.077367,0.110224,6.130678,22.727273,0.059215,0.063706,0.063706,0.714286,8.826773
0.214429,0.983339,81.106908,108.933689,80.070094,110.679411,0.976257,0.057719,23.076923,37.313368,50.47285,1.6,13.2082,-0.474912,0.474912,0.146421,21.784543,42.402818,0.016312,13.567242,23.076923,0.058905,0.004927,0.004927,0.056911,21.784543
0.145,0.977347,81.939691,113.571755,81.507836,110.11715,0.970369,0.070085,23.255814,37.316264,49.762799,1.388889,2.529556,-0.042087,0.042087,-0.006467,2.581274,105.08575,0.040731,2.518575,23.255814,0.058869,0.681655,0.681655,4.863636,2.581274
-0.014552,0.988892,72.363352,51.936477,58.692332,111.255565,0.998461,0.053064,20.0,37.318893,47.510194,1.5,21.590626,0.047644,-0.047644,0.598271,21.616427,558.684541,0.186228,16.798828,20.0,0.051758,0.032619,0.032619,2.658537,21.616427
-0.077644,0.99373,67.886604,51.398733,59.452225,112.732633,0.993776,0.054411,20.979021,37.322549,46.780616,0.906667,8.191877,-0.230106,0.230106,0.055463,24.226064,470.33118,0.164451,15.812064,20.979021,0.047888,0.029333,0.029333,0.932432,24.226064
-0.072579,0.992734,70.343602,53.185643,61.052786,112.862708,0.991172,0.059471,21.126761,37.326916,46.873832,1.491228,8.887181,-0.292881,0.292881,0.059011,14.133651,249.671197,0.087866,12.773189,21.126761,0.052153,0.047438,0.047438,3.057143,14.133651
-0.072167,0.992241,75.608433,85.425,76.133317,113.702552,0.994233,0.066347,22.556391,37.330751,49.25979,1.333333,1.936929,-0.029602,0.029602,-0.004942,1.958681,13.260033,0.005023,1.941432,22.727273,0.053533,0.136952,0.136952,25.4,1.958681
-0.09,0.974498,68.930667,107.542471,79.81643,113.707454,0.892524,0.052298,29.126214,37.332006,44.545289,1.06,28.139012,0.230845,-0.230845,0.470579,28.174873,403.413361,0.197752,24.341921,29.411765,0.049342,0.018704,0.018704,5.0,28.174873
0.159968,0.931067,64.079857,97.423858,79.763499,112.221847,0.91348,0.053553,22.222222,37.332136,40.090738,0.730769,2.497364,-0.264958,0.264958,0.290908,13.463731,452.700938,0.168557,7.122675,22.222222,0.050586,0.041439,0.041439,0.753247,13.463731
-0.033,0.937641,58.058708,69.446751,72.789462,115.190777,0.952932,0.051274,20.689655,37.333571,39.529594,1.54386,18.018024,-0.180238,0.180238,-0.003605,29.061028,491.438163,0.168301,25.266406,20.547945,0.049074,0.044505,0.044505,1.979592,29.061028
-0.087267,0.94961,59.259209,67.513232,72.240908,116.006388,0.965704,0.052743,19.736842,37.336088,40.854971,1.412698,23.386764,0.377642,-0.377642,0.020187,23.772951,254.24039,0.083085,22.013898,19.607843,0.048063,0.023857,0.023857,5.375,23.772951
-0.032,0.955652,65.618644,68.168943,73.188361,116.209385,0.959129,0.058307,22.38806,37.339574,42.693041,1.350877,7.504038,0.168624,-0.168624,0.03731,7.92417,5.770306,7.1e-05,7.838992,17.44186,0.047972,0.00058,0.00058,3.914286,7.92417
0.1975,0.976919,66.415613,62.73896,69.83383,116.673539,0.998147,0.054814,20.134228,37.341764,45.034715,0.201613,4.889597,-0.036803,0.036803,0.189598,23.351465,391.511379,0.131329,7.993541,20.134228,0.050857,0.021199,0.021199,0.211382,23.351465
0.00148,0.992331,69.065846,61.038088,71.087854,117.43413,0.997039,0.059283,21.126761,37.344754,47.874989,1.491228,14.340226,0.202444,-0.202444,0.019148,14.40845,281.660704,0.09988,13.105446,21.276596,0.051339,0.069798,0.069798,2.204545,14.40845
0.0409,0.99072,73.464168,76.061736,74.768393,115.793023,0.972778,0.064213,22.556391,37.347277,48.530754,1.333333,8.853091,-0.006038,0.006038,-0.005272,8.87247,247.709542,0.093124,8.693277,22.556391,0.052897,0.583318,0.583318,1.418182,8.87247
0.152529,0.981027,76.414706,90.452705,77.236329,113.418777,0.97717,0.066702,22.900763,37.348734,47.769607,1.381818,1.453523,-0.145624,0.145624,0.014446,1.558538,124.936593,0.047664,1.498508,22.900763,0.054626,1.143928,1.143928,3.851852,1.558538
0.4818,0.972644,76.180958,75.604267,74.681704,115.420977,0.945024,0.065934,24.390244,37.350585,46.519116,0.684932,21.117055,0.241627,-0.241627,0.27815,21.126256,14.704087,0.005977,20.485337,24.390244,0.05403,0.001474,0.001474,16.571429,21.126256
0.017,0.969567,77.454104,91.044593,78.051973,113.802737,0.983684,0.067253,22.727273,37.351406,47.111386,1.357143,6.235977,-0.091704,0.091704,-0.004341,6.402158,21.100962,0.007993,6.366477,22.727273,0.055487,0.06595,0.06595,17.857143,6.402158
0.1465,0.976745,78.928042,96.436588,78.652273,112.538641,0.9766,0.068294,22.900763,37.352036,49.218491,1.339286,14.83242,-0.429523,0.429523,0.193435,14.810371,25.386154,0.011435,14.742868,27.027027,0.056205,0.034842,0.034842,17.5,14.810371
-0.001385,0.965329,78.610198,77.99754,74.478444,114.754123,0.921639,0.065154,23.4375,37.352686,46.69642,1.245614,20.480511,0.024283,-0.024283,-0.006039,20.858828,7.453867,0.001566,19.435448,12.605042,0.056285,0.002628,0.002628,1.034188,20.858828
0.001182,0.957465,79.297314,91.960891,78.458761,113.336651,0.974496,0.042717,23.076923,37.352602,46.680154,1.6,10.295922,-0.132307,0.132307,0.265109,23.751223,86.99537,0.033449,11.017594,23.076923,0.057713,0.006464,0.006464,0.065574,23.751223
