ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
-0.067,0.918155,72.007301,74.147052,73.290961,113.940982,0.956998,0.028476,24.390244,37.172695,43.456915,1.733333,12.627653,-0.194052,0.194052,0.01407,23.881604,136.065922,0.055296,13.805691,24.390244,0.05122,0.012084,0.012084,0.12844,23.881604
-0.028,0.95392,71.915928,65.700454,71.632377,115.260721,0.994553,0.060355,22.900763,37.179162,46.087308,1.62,20.338992,0.136795,-0.136795,0.280518,20.373903,159.33379,0.060814,19.407217,22.900763,0.051821,0.021921,0.021921,7.1875,20.373903
-0.036826,0.982416,73.913362,66.598226,72.343517,115.888891,0.997254,0.045507,23.255814,37.186003,49.56876,1.047619,17.295655,-0.129897,0.129897,-0.055978,17.266485,121.296228,0.049307,15.937557,24.390244,0.024105,0.017721,0.017721,4.347826,17.266485
0.067091,0.990252,74.817506,68.823332,72.452456,115.372025,0.991113,0.062753,23.4375,37.192416,50.183856,1.415094,9.927634,0.221295,-0.221295,0.178251,9.941514,280.547461,0.109589,8.559333,23.4375,0.053569,0.084066,0.084066,1.461538,9.941514
-0.058364,0.987219,76.544008,91.24043,77.510906,112.59621,0.978208,0.064582,24.590164,37.19866,50.285426,1.44,14.216183,0.111083,-0.111083,0.032672,14.941267,22.993049,0.003885,14.619912,12.096774,0.054408,0.02666,0.02666,1.275229,14.941267
-0.00064,0.986254,70.848595,61.007663,65.417982,112.327009,0.988537,0.053761,21.126761,37.203327,47.726735,1.581818,12.507846,-0.294486,0.294486,0.046721,24.371627,471.794677,0.165505,20.42903,21.126761,0.05116,0.039582,0.039582,2.086957,24.371627
0.022882,0.98701,65.05825,59.987062,65.167408,112.704551,0.987029,0.053834,19.354839,37.208139,46.186774,1.421875,18.561526,0.65556,-0.65556,0.125262,18.659024,438.36764,0.141409,15.003606,19.354839,0.051771,0.024884,0.024884,4.0,18.659024
0.145,0.986048,69.242134,63.967162,67.473903,113.028139,0.987892,0.060747,23.4375,37.215016,47.172488,1.37037,8.030258,-0.377248,0.377248,-0.071089,7.978526,30.773656,0.015085,7.962985,29.411765,0.04816,0.0,0.0,16.0,7.978526
0.033308,0.982778,73.439651,78.315619,75.461463,114.809492,0.964789,0.066688,22.556391,37.221079,48.242094,1.216667,8.440456,0.154044,-0.154044,0.250486,8.456773,-11.531272,-0.00529,7.980851,27.522936,0.056829,-0.002009,-0.002009,12.625,8.456773
0.067091,0.979987,68.389102,68.974917,71.979744,114.874089,0.984083,0.053857,21.276596,37.225281,46.269908,0.41,11.106983,-0.365619,0.365619,0.32621,25.88176,449.135399,0.159389,15.386555,21.276596,0.050922,0.03036,0.03036,0.424242,25.88176
-0.024773,0.983183,68.111,68.235336,72.2438,115.328241,0.987393,0.05726,21.89781,37.230606,46.824254,0.630952,18.029444,-0.294442,0.294442,0.092118,25.637315,331.27285,0.120784,20.963237,21.89781,0.051019,0.04339,0.04339,0.650602,25.637315
0.086727,0.985701,68.267033,68.336684,72.405811,115.693924,0.987619,0.056389,21.89781,37.23554,47.246738,1.634615,17.567281,-0.48617,0.48617,0.180904,23.659023,344.023583,0.125569,21.328385,21.89781,0.050478,0.056159,0.056159,1.686275,23.659023
0.008579,0.985467,72.483743,79.944989,74.902672,113.884099,0.985513,0.063415,23.809524,37.2411,48.539485,1.423077,3.90149,-0.225845,0.225845,0.043862,4.093571,204.997114,0.081134,4.015006,23.809524,0.049881,1.003676,1.003676,2.073171,4.093571
0.209687,0.987666,76.330621,95.125951,78.975514,112.265349,0.992232,0.066484,24.193548,37.245996,50.729833,1.583333,5.205459,-0.165899,0.165899,-0.040557,6.981504,-20.28734,3e-06,5.259786,27.522936,0.042187,4e-06,4e-06,0.068627,6.981504
0.668,0.980759,78.477899,97.787322,79.253417,111.530072,0.929395,0.066446,25.210084,37.250233,50.297914,1.428571,7.523587,0.242176,-0.242176,-0.074811,7.926212,-234.920765,-0.100748,7.74462,24.793388,0.000817,-0.639258,-0.639258,1.016667,7.926212
0.211714,0.943049,78.490319,108.449749,80.493041,111.10327,0.927938,0.065306,31.914894,37.25388,45.352879,2.357143,13.318687,-0.436856,0.436856,0.040844,17.275441,12.211205,0.005428,13.831217,31.914894,0.04964,0.002573,0.002573,0.175,17.275441
0.083966,0.929105,78.956452,105.783956,79.964231,111.618755,0.903744,0.048369,34.090909,37.257468,44.766096,3.0,4.446963,-0.415951,0.415951,0.013437,25.46323,93.690237,0.054085,5.870595,34.090909,0.046465,0.004529,0.004529,0.08642,25.46323
-0.018,0.938782,77.09238,75.522426,74.161955,114.746597,0.959319,0.063096,24.390244,37.261574,45.220791,1.510204,23.951999,0.227049,-0.227049,0.107721,24.019902,185.354008,0.085812,23.58318,27.777778,0.031123,0.031685,0.031685,17.0,24.019902
0.043333,0.972966,63.160335,56.175763,64.22033,113.49835,0.998224,0.045013,21.582734,37.262579,45.18294,1.527273,27.322712,0.185404,-0.185404,0.663655,27.336158,700.421429,0.25195,19.841427,21.582734,0.044258,0.037002,0.037002,1.574074,27.336158
0.022882,0.988107,64.634651,58.882221,65.418433,114.604544,0.991383,0.03154,21.73913,37.267536,46.828385,0.179487,5.69099,0.012783,-0.012783,0.169977,18.502045,234.583475,0.08508,7.555633,21.73913,0.046678,0.01834,0.01834,0.179487,18.502045
-0.032,0.98882,70.379296,70.397804,72.698314,115.59036,0.990349,0.060929,23.4375,37.2723,48.437086,1.415094,12.677858,0.163186,-0.163186,0.004998,13.763623,-61.164329,-0.026593,13.652177,26.086957,0.048356,0.0,0.0,18.166667,13.763623
0.017,0.987242,74.707561,83.506114,75.767686,113.734525,0.979208,0.063098,25.862069,37.276076,49.78255,1.416667,10.324598,0.132088,-0.132088,0.042955,11.576859,30.307657,0.005772,10.975231,12.0,0.053833,0.023523,0.023523,1.083333,11.576859
0.001182,0.979765,73.988655,69.186735,72.722947,115.630627,0.966835,0.06065,23.622047,37.279237,47.740909,0.814286,14.761088,-0.243881,0.243881,0.04192,20.941393,322.171123,0.12674,17.482932,23.622047,0.053547,0.052011,0.052011,0.814286,20.941393
0.323529,0.97582,76.135892,90.321417,77.188933,113.557766,0.980917,0.065858,24.193548,37.282422,48.593539,1.638298,11.530978,0.138137,-0.138137,0.009464,11.531837,50.95447,0.020546,9.549519,24.193548,0.053406,0.021861,0.021861,0.192308,11.531837
-0.09,0.980319,77.023187,88.566244,77.231526,114.081613,0.983113,0.066044,24.193548,37.285551,49.857987,1.48,21.44289,-0.024049,0.024049,-0.097384,21.466351,72.288637,0.026774,20.839587,22.222222,0.037354,0.008953,0.008953,14.0,21.466351
-0.0032,0.979358,79.065427,103.299739,79.413068,109.890909,0.975308,0.067003,23.255814,37.287541,50.796082,1.529412,9.504417,0.232058,-0.232058,0.208197,9.513457,318.531045,0.140943,7.933779,26.548673,0.053568,0.059094,0.059094,2.53125,9.513457
0.067516,0.984099,79.828252,99.34938,79.255142,111.827758,0.994264,0.068014,24.390244,37.289799,51.838118,1.411765,12.565824,-0.443657,0.443657,0.126967,13.164748,231.598911,0.094037,12.885796,24.390244,0.055341,0.368972,0.368972,1.277778,13.164748
0.205545,0.894012,66.203574,140.395453,83.412727,108.880685,0.623197,0.050584,24.390244,37.288766,37.78455,1.860465,21.401333,0.363338,-0.363338,0.44729,21.479672,535.082634,0.217513,17.605588,24.390244,0.048956,0.031815,0.031815,3.555556,21.479672
0.072429,0.870386,65.267686,72.018673,73.378609,114.71309,0.961453,0.05658,24.193548,37.290522,37.737917,1.530612,19.076764,0.20756,-0.20756,0.050226,19.074954,66.880275,0.026752,18.263561,24.0,0.045457,0.063113,0.063113,0.329787,19.074954
0.022073,0.927255,70.566252,74.390636,73.696726,115.261859,0.9813,0.062138,23.622047,37.293686,44.248288,1.490196,3.932413,-0.23757,0.23757,0.043907,4.767077,102.813804,0.040452,4.577987,23.622047,0.049401,0.121293,0.121293,4.521739,4.767077
0.022,0.9613,75.295241,92.916331,77.892579,112.838274,0.988159,0.066014,24.193548,37.296131,48.636473,1.431373,1.527898,-0.19505,0.19505,0.029209,1.519584,0.040752,1.6e-05,1.508391,24.193548,0.051903,0.0,0.0,0.0,1.519584
0.177,0.976466,78.000855,102.570231,79.888539,111.777328,0.984169,0.067559,24.390244,37.297936,50.870142,1.46,7.121829,0.138994,-0.138994,0.009621,7.112238,95.365843,0.038767,6.88627,24.390244,0.054159,0.298907,0.298907,0.447059,7.112238
0.161,0.980717,79.714098,109.259903,80.039649,110.78239,0.984282,0.06858,24.390244,37.299019,51.663585,1.46,5.557879,0.115673,-0.115673,0.22429,6.675999,200.275209,0.081351,6.072544,24.390244,0.056145,0.182845,0.182845,0.835821,6.675999
-0.078655,0.98807,80.464527,104.789525,80.766684,111.698691,0.996197,0.067486,24.0,37.300321,53.208715,1.45098,15.899179,-0.423397,0.423397,0.119895,16.672384,50.373979,0.010225,16.355543,12.195122,0.057228,0.062989,0.062989,1.510204,16.672384
-0.048286,0.994586,79.743612,71.629553,74.181755,114.986655,0.997677,0.065374,23.809524,37.301624,53.572888,1.333333,1.759084,-0.292357,0.292357,0.061168,6.087089,302.503261,0.12009,4.225905,23.809524,0.056813,0.06965,0.06965,1.377358,6.087089
0.001182,0.996673,79.824437,91.479421,77.622276,113.63489,0.997728,0.039824,24.193548,37.303313,54.932171,1.431373,17.815922,-0.026592,0.026592,0.137053,17.789254,54.670514,0.020709,17.390477,22.727273,0.012074,0.007969,0.007969,17.857143,17.789254
0.668,0.994899,80.340552,92.397464,77.566471,113.051995,0.981352,0.066961,24.193548,37.304027,53.793465,1.339623,18.035778,-0.35778,0.35778,0.086195,20.304028,271.880842,0.10925,19.23615,24.193548,0.056674,0.118507,0.118507,1.175439,20.304028
0.323529,0.971777,74.715843,89.665464,77.439624,114.92616,0.89704,0.059728,25.641026,37.304332,46.664478,0.409639,26.452966,0.180138,-0.180138,0.292483,26.45525,197.422951,0.08226,20.739029,25.0,0.051045,0.013217,0.013217,1.666667,26.45525
0.061024,0.959513,73.905173,74.431738,73.054265,116.158544,0.965497,0.054302,25.862069,37.304936,45.645925,0.757576,7.778151,0.032458,-0.032458,0.009862,17.519847,32.993454,0.047084,12.104894,26.086957,0.018133,0.011152,0.011152,0.825397,17.519847
0.085125,0.967093,77.324299,94.648527,78.024806,112.499179,0.978747,0.066818,24.390244,37.305602,48.660359,1.46,5.219922,-0.011224,0.011224,-0.007983,5.252143,206.568223,0.083971,5.152599,24.390244,0.053684,0.75782,0.75782,2.617647,5.252143
