ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
0.202,0.972667,72.249904,76.107052,75.233351,114.903489,0.934537,0.063174,23.4375,37.15053,45.383613,1.327273,15.97263,0.230186,-0.230186,0.21542,15.983755,270.17775,0.111644,15.691471,24.793388,0.050212,0.353464,0.353464,1.688889,15.983755
-0.0758,0.949111,73.333012,76.037989,73.998942,113.300675,0.948926,0.062798,23.622047,37.158315,43.0048,1.396226,1.752817,0.252035,-0.252035,0.133827,1.792142,256.442894,0.100173,1.748257,23.4375,0.052584,2.834831,2.834831,2.047619,1.792142
0.017,0.952997,74.678178,78.860427,74.352141,113.548333,0.959376,0.064139,23.255814,37.166573,44.291251,1.388889,6.011523,0.054966,-0.054966,0.062767,6.004741,-236.26778,-0.102725,5.901382,26.086957,0.053997,0.0,0.0,1.613636,6.004741
-0.009857,0.95377,73.917503,72.100364,73.594204,114.764562,0.947807,0.023038,22.900763,37.174304,44.061852,0.259615,4.979104,-0.031122,0.031122,0.266172,18.905388,323.71791,0.123494,7.750889,22.900763,0.054616,0.023248,0.023248,0.259615,18.905388
0.033308,0.944493,74.929357,78.944417,75.179873,113.543854,0.931438,0.062679,25.862069,37.182166,43.378295,1.468085,1.025292,0.062251,-0.062251,-0.00546,1.016679,6.030884,0.0013,1.009314,12.931034,0.051064,0.306728,0.306728,1.343434,1.016679
-0.0605,0.874818,73.743069,150.665014,83.962964,107.847075,0.707184,0.053549,65.217391,37.188706,37.965625,1.705882,12.426205,-0.117993,0.117993,-0.076975,12.390732,48.776789,0.023227,12.366057,28.571429,0.012448,0.092958,0.092958,14.0,12.390732
0.061273,0.876502,76.317612,93.493133,78.162766,111.393556,0.969726,0.066871,24.390244,37.195564,40.509162,1.46,9.56486,0.267879,-0.267879,0.136614,10.08319,2.900281,0.000551,9.648803,24.193548,0.056033,0.002881,0.002881,0.137615,10.08319
-0.09,0.926754,76.981055,80.458411,74.817992,113.347104,0.954981,0.064941,23.255814,37.203002,44.807139,1.480769,21.039443,0.313149,-0.313149,0.227251,21.040457,244.049133,0.094593,18.964117,23.255814,0.056111,0.073792,0.073792,0.6125,21.040457
-0.03625,0.955622,78.381114,96.596757,78.919277,111.850011,0.99314,0.067999,23.076923,37.209984,47.385075,1.407407,4.486905,0.046433,-0.046433,0.246018,4.515747,221.228734,0.085088,4.424087,23.076923,0.05565,0.93344,0.93344,2.421053,4.515747
-0.033355,0.979912,79.898397,99.355844,79.453722,111.695002,0.990401,0.068017,23.076923,37.21701,50.62633,1.363636,15.809863,0.182527,-0.182527,0.156927,15.805919,-158.061434,-0.077481,15.780397,29.411765,0.057599,0.0,0.0,16.0,15.805919
0.00148,0.98454,81.60321,122.527411,81.910614,110.130684,0.986604,0.068063,23.255814,37.22338,51.508932,1.58,18.025245,-0.252455,0.252455,0.227487,22.610824,9.016759,-0.021555,20.176185,230.769231,0.057253,-0.001237,-0.001237,1.166667,22.610824
0.140091,0.972504,77.524493,68.62876,68.324482,112.011909,0.928961,0.058811,22.900763,37.229218,46.556086,0.723684,1.991708,-0.319094,0.319094,0.406824,11.218036,424.999942,0.161907,5.49874,22.900763,0.054824,0.042996,0.042996,0.746667,11.218036
-0.0605,0.882505,75.382346,156.666618,84.642493,107.471593,0.709919,0.055025,68.181818,37.234575,38.511583,1.588235,13.488116,0.063312,-0.063312,-0.081487,13.479083,28.106131,0.010728,13.477427,22.900763,0.009786,0.066519,0.066519,64.5,13.479083
0.668,0.870959,68.554591,78.044508,75.552183,113.446537,0.9467,0.044723,23.4375,37.238129,37.959778,1.56,27.837422,0.389027,-0.389027,0.624853,27.863232,765.344357,0.298963,21.030629,23.4375,0.043928,0.043788,0.043788,1.612245,27.863232
0.114814,0.918819,67.405746,70.33876,72.681258,114.434386,0.970576,0.058487,22.727273,37.245253,41.613027,0.62963,28.725546,-0.298024,0.298024,0.121098,28.67963,39.874657,0.015104,28.047961,22.727273,0.042569,0.003777,0.003777,17.857143,28.67963
0.059947,0.95276,73.092543,80.054373,75.805504,113.915428,0.986023,0.064396,22.727273,37.251934,45.592003,1.357143,4.367507,0.210626,-0.210626,0.133631,4.367732,137.382459,0.052039,4.247269,22.727273,0.05178,0.728432,0.728432,0.571429,4.367732
-0.042514,0.977558,76.533512,82.633812,76.469578,114.411412,0.995136,0.066063,22.727273,37.258369,48.914282,1.4,13.437582,-0.177074,0.177074,0.020954,14.102706,168.211915,0.063516,13.687412,22.727273,0.054426,0.250305,0.250305,0.62963,14.102706
0.0244,0.986882,79.136546,102.267148,80.454782,112.16627,0.987325,0.067805,22.556391,37.263985,51.026341,1.333333,17.607031,-0.338409,0.338409,-0.006768,18.505039,-55.832878,-0.022333,17.697721,24.0,0.0378,-0.062271,-0.062271,0.168224,18.505039
0.059,0.98545,79.453968,91.534089,77.4903,112.452085,0.982504,0.02822,22.38806,37.269331,50.037905,1.392857,25.790742,-0.261993,0.261993,0.069678,25.739251,-34.451216,-0.016888,25.123484,29.411765,0.006111,-0.003751,-0.003751,16.0,25.739251
0.206,0.987704,80.760439,101.219301,79.458219,111.661104,0.994277,0.070409,24.0,37.274129,51.24499,1.45098,19.671729,-0.48411,0.48411,0.214521,19.613334,49.927044,0.009601,18.899067,11.538462,0.060401,0.03125,0.03125,1.26087,19.613334
0.102444,0.986382,82.011348,112.730377,82.081479,110.5483,0.969417,0.069535,23.4375,37.278469,51.592225,1.461538,13.1818,-0.044867,0.044867,-0.007665,13.2555,-4.334596,-0.001693,12.618987,23.4375,0.058554,-0.006481,-0.006481,0.084746,13.2555
0.049353,0.98159,71.810063,58.904335,62.574265,110.74996,0.980104,0.051275,20.547945,37.281709,46.315982,1.561404,18.468574,0.239351,-0.239351,-0.006154,29.885717,583.985856,0.198635,25.223071,20.408163,0.050308,0.025718,0.025718,4.068966,29.885717
0.089129,0.989724,67.769287,48.620838,55.87385,110.49758,0.998287,0.029397,66.666667,37.286579,46.079024,4.0,7.757361,-0.177292,0.177292,-0.162464,24.555653,208.492739,0.33755,21.49332,68.181818,0.012591,0.017878,0.017878,5.285714,24.555653
-0.023311,0.994339,71.105246,49.688758,57.296233,111.953307,0.99319,0.06003,21.73913,37.292766,47.846815,0.121951,11.841519,-0.067242,0.067242,0.175774,29.806389,245.374909,0.088863,13.666257,21.73913,0.051802,0.013654,0.013654,0.121951,29.806389
-0.09,0.964195,61.53834,126.312626,81.699115,109.658675,0.870692,0.050905,20.833333,37.294527,41.959449,1.215385,22.083193,0.313664,-0.313664,0.498928,22.103594,632.638124,0.219666,14.944219,20.833333,0.049723,0.039884,0.039884,1.25,22.103594
0.043143,0.928373,63.547707,73.158317,73.920353,113.946388,0.946042,0.055395,22.900763,37.298562,39.728624,1.183333,20.337727,-0.148027,0.148027,-0.177084,20.297371,90.973006,0.041351,19.408351,27.272727,0.001755,0.039896,0.039896,1.619048,20.297371
0.120317,0.946256,69.006068,73.888176,73.855942,114.976889,0.973192,0.061273,22.556391,37.303672,43.054275,1.333333,1.847059,-0.037524,0.037524,0.215929,1.934454,-1.174098,-0.000444,1.849142,22.556391,0.048808,-0.014301,-0.014301,0.072581,1.934454
-0.029286,0.95758,72.545638,72.872147,73.471817,115.135459,0.948757,0.062706,23.076923,37.308384,44.999002,1.321429,16.652838,0.164889,-0.164889,-0.143133,16.705015,212.905408,0.104365,16.620759,29.411765,0.019069,0.265186,0.265186,16.0,16.705015
0.0605,0.965452,75.353011,84.788404,76.677835,113.463965,0.989774,0.066093,22.727273,37.312292,46.578577,1.357143,3.071264,0.199647,-0.199647,-0.005579,3.070008,14.607753,0.005108,3.079901,20.979021,0.054188,0.0,0.0,16.875,3.070008
0.212364,0.982995,78.280173,93.310688,78.298537,112.675244,0.992792,0.06771,23.076923,37.315851,50.278237,1.280702,8.354668,0.235504,-0.235504,-0.138138,8.35964,-39.96937,-0.017228,8.353901,25.862069,0.056589,0.0,0.0,18.333333,8.35964
-0.032,0.990931,79.40018,91.033302,77.540245,112.911611,0.996289,0.067642,22.900763,37.319193,51.747973,1.339286,18.579484,0.073777,-0.073777,-0.006628,18.60785,35.120231,0.013405,18.523463,22.900763,0.056033,0.037898,0.037898,15.375,18.60785
-0.030138,0.995681,81.336497,107.11815,80.464562,111.099306,0.998299,0.069691,23.255814,37.321524,54.446485,1.388889,6.344507,0.239235,-0.239235,0.077554,6.398642,74.688219,0.028949,6.310036,23.255814,0.057735,0.172013,0.172013,6.588235,6.398642
0.085462,0.997646,82.919683,116.77531,81.494075,110.250532,0.998542,0.070936,23.255814,37.323677,56.47059,1.388889,3.900185,0.161615,-0.161615,0.003232,4.100108,-28.989657,-0.014073,4.107132,29.126214,0.059999,0.0,0.0,16.166667,4.100108
-0.05,0.997395,83.194813,112.760492,80.845565,110.946955,0.994248,0.070357,23.255814,37.325859,55.583337,1.388889,13.873792,-0.211945,0.211945,0.209279,13.835061,-58.024444,-0.023781,13.808575,24.590164,0.060194,0.0,0.0,16.428571,13.835061
-0.067,0.993013,82.877813,107.027142,80.470263,111.232154,0.976249,0.069199,23.255814,37.327612,52.684253,1.433962,17.922902,-0.347272,0.347272,0.072845,18.861174,126.599708,0.049005,18.661417,23.255814,0.058765,0.131607,0.131607,5.142857,18.861174
0.135923,0.990501,83.520565,117.088236,81.473924,110.30298,0.995331,0.071414,23.255814,37.329072,52.766367,1.529412,3.47325,-0.020141,0.020141,0.157618,13.739336,169.037946,0.06551,4.826454,23.255814,0.060753,0.016472,0.016472,0.162162,13.739336
0.183778,0.988141,83.182067,112.473047,81.256394,110.13914,0.967859,0.069293,23.4375,37.330816,52.290705,1.37037,18.083395,0.287439,-0.287439,-0.122985,18.092003,35.079858,0.016392,17.976302,28.037383,0.0606,0.0,0.0,16.833333,18.092003
-0.009857,0.953187,83.158564,149.486311,84.924554,109.585727,0.873391,0.064197,41.09589,37.331481,46.968059,1.807692,7.010934,-0.317389,0.317389,-0.02964,6.955439,70.641991,0.024028,6.916918,20.408163,0.0293,0.259721,0.259721,4.88,6.955439
0.131846,0.936107,82.86828,117.050645,80.845597,109.863133,0.949292,0.069278,28.301887,37.331992,46.002064,1.585366,13.327079,0.275377,-0.275377,-0.029503,13.351732,59.02812,0.027328,12.798167,27.777778,0.01012,0.007042,0.007042,17.0,13.351732
0.05876,0.951375,83.598218,121.837141,81.156068,109.454438,0.97126,0.071081,24.193548,37.332487,48.694389,1.431373,6.168744,0.200748,-0.200748,0.228155,6.488827,72.366043,0.028485,6.26772,24.193548,0.059377,0.248803,0.248803,0.333333,6.488827
-0.03625,0.962206,85.293419,129.410255,81.612719,108.353625,0.968108,0.012625,27.522936,37.33342,50.470142,0.557143,12.19963,0.008926,-0.008926,0.291248,21.865054,318.64568,0.144335,15.584838,27.522936,0.064428,0.032654,0.032654,0.557143,21.865054
0.144667,0.969555,82.649181,83.463425,75.969145,113.361176,0.979476,0.066736,22.900763,37.33453,49.41433,1.568627,23.462179,0.010035,-0.010035,-0.013376,24.26727,111.485117,0.042552,23.671506,22.900763,0.058182,0.017925,0.017925,10.909091,24.26727
0.067222,0.9832,83.641913,115.090499,81.289091,110.628815,0.996876,0.071851,23.255814,37.334878,52.594822,1.345455,13.003256,0.247777,-0.247777,0.059706,13.020945,-7.216599,-0.001409,12.738233,11.71875,0.059915,-0.011501,-0.011501,1.226087,13.020945
-0.09,0.980285,80.054239,59.717752,63.082859,111.199374,0.943129,0.060567,22.556391,37.335861,48.796887,1.333333,2.81351,-0.288074,0.288074,0.058608,10.192641,422.090566,0.157121,7.023654,22.556391,0.056279,0.056517,0.056517,1.375,10.192641
0.048759,0.973818,80.222797,105.46393,79.359213,111.525522,0.986777,0.069137,23.076923,37.33678,48.822339,1.363636,7.298194,0.05345,-0.05345,-0.234911,7.27946,70.503033,0.021365,7.248011,18.181818,0.058178,0.0,0.0,6.5,7.27946
0.029889,0.975542,82.147286,111.490545,80.388521,110.631588,0.958201,0.069366,24.193548,37.336988,50.423039,1.583333,13.410658,0.249545,-0.249545,0.185459,15.78598,40.011178,0.016337,13.761004,24.193548,0.058889,0.017375,0.017375,0.169811,15.78598
0.0215,0.965303,81.351271,85.190805,76.770673,114.04067,0.960158,0.06664,23.4375,37.337382,47.891826,1.415094,16.451196,-0.338209,0.338209,0.265846,17.282518,300.088419,0.11753,16.977448,23.4375,0.057394,0.352556,0.352556,1.976744,17.282518
