ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
0.668,0.977118,69.34458,75.376713,74.357714,114.172355,0.958399,0.061142,23.622047,37.154694,46.868421,1.442308,3.609952,-0.163099,0.163099,0.020975,3.761526,88.020109,0.033977,3.647247,23.622047,0.048299,0.547443,0.547443,0.411111,3.761526
0.033308,0.970953,71.201798,77.670517,74.912894,114.138933,0.978617,0.062353,23.622047,37.161328,46.279473,1.442308,2.792261,-0.188684,0.188684,0.03053,2.947377,174.178922,0.068571,2.879134,23.622047,0.049137,1.06491,1.06491,2.735294,2.947377
0.205579,0.98269,73.814811,80.537707,75.661573,113.592576,0.995718,0.064458,23.622047,37.167853,49.387436,1.396226,5.901387,0.135879,-0.135879,0.022872,5.893961,95.383258,0.028388,5.876791,17.857143,0.052083,0.0,0.0,8.333333,5.893961
0.183769,0.986664,74.806972,78.420256,75.266004,114.226856,0.97568,0.063144,23.622047,37.174279,50.165191,1.591837,28.382437,1.028224,-1.028224,0.129302,28.523024,187.955745,0.073998,10.716733,23.622047,0.053723,0.009726,0.009726,0.094828,28.523024
-0.050091,0.980722,71.244607,69.720494,73.01346,115.228114,0.976475,0.056954,22.38806,37.179563,47.440731,1.68,16.543886,-0.154868,0.154868,-0.003142,22.993913,366.06989,0.135581,20.551552,22.222222,0.051829,0.056755,0.056755,1.7,22.993913
-0.081526,0.973977,73.444516,79.333167,75.012533,113.215032,0.960464,0.063516,24.193548,37.185674,47.409138,1.431373,2.719983,0.185967,-0.185967,0.185955,2.737664,233.098822,0.093991,2.68778,24.193548,0.05118,1.890522,1.890522,1.755556,2.737664
0.271,0.971439,74.265734,80.751998,74.782045,113.798621,0.97505,0.042096,23.809524,37.191629,47.569726,1.680851,15.560383,0.178463,-0.178463,0.122047,23.769095,73.218899,0.029056,16.232354,23.809524,0.052253,0.008956,0.008956,0.095652,23.769095
0.085462,0.981688,70.106412,58.087579,65.63652,112.766506,0.994071,0.05253,32.608696,37.195855,47.729908,1.090909,11.799994,-0.461831,0.461831,0.055883,28.877876,482.974939,0.231258,23.864616,32.608696,0.049181,0.024873,0.024873,2.538462,28.877876
-0.019,0.974197,67.029226,84.189972,77.067803,115.888731,0.921552,0.054057,22.058824,37.200517,45.708907,0.721519,2.237283,-0.368571,0.368571,0.149308,13.199851,415.758431,0.151948,6.818903,22.058824,0.0503,0.037599,0.037599,0.74359,13.199851
-0.032,0.95364,68.444065,72.936665,74.355737,115.059024,0.963915,0.059678,23.622047,37.205855,43.81222,1.396226,5.10838,-0.013057,0.013057,0.210856,5.360793,18.533877,-0.182479,5.339532,125.0,0.046987,-0.346353,-0.346353,5.0,5.360793
0.005684,0.968014,72.249747,79.455222,75.149306,114.319636,0.988676,0.063341,23.622047,37.211563,47.291842,1.396226,10.023122,0.171947,-0.171947,0.0045,10.563741,-33.625257,0.00796,10.132569,25.862069,0.043586,0.037521,0.037521,0.221053,10.563741
0.209687,0.978359,75.702276,94.099179,78.221628,111.965352,0.979211,0.065812,24.0,37.216519,50.08782,1.403846,3.436843,-0.043329,0.043329,-0.006293,3.49532,115.28949,0.046116,3.419554,24.0,0.052673,0.572051,0.572051,4.208333,3.49532
-0.038,0.974681,72.372993,64.551569,68.638463,113.364562,0.965012,0.05788,22.727273,37.220922,47.309455,0.571429,25.509401,0.463035,-0.463035,0.10513,25.529022,371.424819,0.140691,19.523754,22.727273,0.052788,0.039343,0.039343,0.590361,25.529022
-0.083571,0.983895,69.590672,54.16124,62.668442,113.052992,0.997962,0.054957,21.276596,37.225284,47.629654,1.563636,21.336757,0.314857,-0.314857,0.165172,21.391372,353.78029,0.125454,18.865686,21.276596,0.050537,0.037092,0.037092,2.916667,21.391372
0.002421,0.994432,70.205587,53.550797,62.49416,113.711641,0.997901,0.058526,22.222222,37.230557,49.983808,1.045455,18.029582,-0.295816,0.295816,0.08396,22.829349,306.929242,0.113547,20.475606,22.222222,0.051107,0.063639,0.063639,1.076923,22.829349
0.668,0.995916,66.493886,51.449098,61.595176,114.054852,0.99576,0.053132,20.0,37.234491,48.719957,1.5,12.649189,-0.239394,0.239394,0.028335,24.601977,454.165136,0.151678,20.840646,20.0,0.050435,0.038047,0.038047,2.26087,24.601977
0.0803,0.993345,70.768037,76.762133,74.779678,114.914207,0.983282,0.062354,23.4375,37.239902,49.432353,1.415094,1.41048,-0.354628,0.354628,0.095195,1.429186,51.370795,0.019879,1.390846,23.4375,0.048432,1.123644,1.123644,0.292929,1.429186
0.135923,0.989802,73.703764,78.898567,74.873284,114.174169,0.990233,0.062906,24.193548,37.244516,49.922747,1.431373,13.205533,0.15951,-0.15951,0.044669,13.913089,13.740395,0.002704,13.5968,11.811024,0.052197,0.020249,0.020249,1.189655,13.913089
-0.05,0.986432,76.648499,95.373455,77.765115,111.680129,0.971881,0.065834,24.390244,37.248153,51.014817,1.411765,6.35313,0.15009,-0.15009,0.020628,6.35313,20.628422,0.004621,6.231986,12.096774,0.053754,0.079123,0.079123,1.361905,6.35313
-0.018,0.978474,77.639072,95.332331,79.455249,113.122023,0.973627,0.066534,24.193548,37.251579,49.90441,1.431373,7.679284,0.243462,-0.243462,0.123177,7.681515,174.555924,0.070385,7.483083,24.193548,0.054036,0.500919,0.500919,0.771429,7.681515
0.077414,0.986281,65.814405,51.803065,58.84959,111.237872,0.995127,0.050558,22.222222,37.2533,46.993281,1.596154,19.41822,0.203298,-0.203298,0.200171,19.421075,424.268055,0.157136,13.085705,22.222222,0.04625,0.025797,0.025797,1.647059,19.421075
-0.032115,0.991648,69.710583,58.689149,64.212831,113.01271,0.996674,0.061144,23.255814,37.258301,48.983314,1.433962,4.705242,-0.330944,0.330944,0.138076,4.899894,53.618539,0.021175,4.727355,23.255814,0.047193,0.250356,0.250356,0.30303,4.899894
-0.09,0.996055,73.672096,70.838969,71.521549,115.116844,0.997759,0.063228,24.0,37.262637,52.212311,1.272727,16.342429,-0.194131,0.194131,-0.020497,16.30595,32.419901,0.011179,16.27041,20.689655,0.051516,0.0,0.0,17.125,16.30595
0.020526,0.99648,76.302255,79.313194,74.8913,114.300056,0.995283,0.065005,23.622047,37.265916,53.551183,1.490196,16.518252,0.079526,-0.079526,0.238159,19.612467,192.859178,0.075838,17.604678,23.622047,0.053657,0.062716,0.062716,0.54878,19.612467
0.4818,0.993003,76.505531,75.258817,73.954575,114.860861,0.977822,0.063365,23.622047,37.268832,51.519999,1.645833,20.629067,0.14038,-0.14038,0.01139,20.667973,260.357307,0.102503,19.894798,23.622047,0.054019,0.098288,0.098288,2.628571,20.667973
0.668,0.989091,74.247709,67.88869,72.359145,115.485817,0.989992,0.05961,22.556391,37.271278,49.699388,0.1875,3.778818,-0.519057,0.519057,0.320147,23.096079,355.740283,0.133803,6.11728,22.556391,0.054475,0.017806,0.017806,0.1875,23.096079
-0.002306,0.996388,62.545037,61.678133,70.087449,116.405929,0.999229,0.051043,21.428571,37.272305,48.816385,1.592593,3.129425,-0.180808,0.180808,0.019029,21.397428,366.47653,0.136583,14.350368,21.428571,0.047338,0.020927,0.020927,1.641509,21.397428
-0.019,0.998199,66.892668,63.443161,69.384191,116.517303,0.998616,0.048003,26.548673,37.275929,51.535027,1.511111,20.120452,0.133493,-0.133493,-0.0242,20.113615,192.360612,0.085115,17.837269,26.548673,0.017531,0.032916,0.032916,1.627907,20.113615
-0.045,0.997871,68.464563,62.220825,71.024021,117.659232,0.996016,0.056327,21.428571,37.278487,51.017216,0.186441,8.262353,-0.452831,0.452831,0.296495,26.495792,347.666286,0.123921,10.845824,21.428571,0.051223,0.01884,0.01884,0.186441,26.495792
0.161,0.994127,72.519745,78.237926,73.804892,113.870747,0.969519,0.063247,23.622047,37.28148,50.469914,1.442308,4.803967,-0.168477,0.168477,0.019537,5.018156,134.439604,0.05339,4.881006,23.809524,0.049975,0.61278,0.61278,0.615385,5.018156
-0.088429,0.981224,73.149326,71.920689,73.827993,115.578572,0.968663,0.064121,27.272727,37.283948,47.861477,1.244898,22.397478,0.091168,-0.091168,0.272234,22.426441,68.434609,0.031683,21.911725,27.777778,0.053144,0.009153,0.009153,17.0,22.426441
0.049811,0.979903,75.149041,81.499353,75.604766,114.520498,0.986122,0.064528,23.809524,37.285744,49.32167,1.377358,15.060639,0.218924,-0.218924,0.163931,15.068367,229.503469,0.091073,14.747363,23.809524,0.052347,0.316532,0.316532,1.290909,15.068367
0.125,0.981617,75.568352,75.131498,73.156362,114.830445,0.976329,0.062667,24.390244,37.287623,49.771962,1.05,12.801513,-0.452442,0.452442,-0.172902,21.707807,108.711749,0.064222,20.368693,18.987342,0.038973,0.022947,0.022947,6.181818,21.707807
0.157,0.990262,72.774901,62.698453,70.757048,116.684398,0.998639,0.057792,21.89781,37.28879,50.20321,1.537037,2.804868,-0.662927,0.662927,0.301273,11.280599,371.969992,0.13601,8.360479,21.89781,0.052805,0.043011,0.043011,2.044444,11.280599
-0.073957,0.993879,72.751911,66.569233,72.084382,116.6274,0.989083,0.061011,22.556391,37.290807,50.811214,0.773333,1.944759,-0.100346,0.100346,0.006994,8.713725,311.701093,0.11711,4.898638,22.556391,0.053575,0.046007,0.046007,0.797297,8.713725
-0.036826,0.992556,66.176663,65.325086,71.404671,116.636298,0.991979,0.053024,19.86755,37.291174,48.315118,1.47541,29.474926,0.588986,-0.588986,0.057537,29.729322,487.892456,0.160491,25.536098,19.736842,0.050722,0.040673,0.040673,1.923077,29.729322
-0.077449,0.992884,68.547229,62.195064,70.697443,117.18865,0.995383,0.065112,11.278195,37.293599,49.008026,0.461538,18.148303,-0.35104,0.35104,0.195053,25.246343,236.367281,0.044847,21.785724,11.278195,0.059353,0.032974,0.032974,1.111111,25.246343
-0.0278,0.991105,67.376993,67.361766,71.639776,116.524438,0.979646,0.053987,21.428571,37.295021,48.329851,1.413793,29.73992,-0.159622,0.159622,0.184428,29.733193,48.177516,0.017206,29.373458,21.428571,0.037878,0.004125,0.004125,69.0,29.733193
0.085125,0.969616,67.336288,95.116471,79.124982,115.107467,0.902271,0.054438,23.255814,37.295147,45.176249,0.925373,17.810971,0.349198,-0.349198,0.192795,17.82513,389.470169,0.150957,13.806835,23.255814,0.050015,0.05031,0.05031,0.954545,17.82513
0.008957,0.912032,62.659808,134.157775,82.87433,108.93468,0.856723,0.051291,25.0,37.292664,39.633519,0.690141,28.900667,0.44902,-0.44902,0.303622,28.902184,496.458245,0.206858,18.533503,25.0,0.048437,0.028349,0.028349,0.714286,28.902184
0.00925,0.927205,64.249659,63.151752,65.305622,111.84069,0.981693,0.057147,22.727273,37.293537,41.943259,1.357143,7.890724,-0.195122,0.195122,-0.113466,7.863703,106.973087,0.044947,7.805078,25.210084,0.0048,0.294069,0.294069,5.611111,7.863703
0.001714,0.945406,53.121313,71.748479,72.346488,115.118965,0.94851,0.039007,21.126761,37.290728,40.4883,1.088235,3.661972,-1.032278,1.032278,0.590272,25.412523,772.541989,0.272084,14.935196,21.126761,0.038529,0.035309,0.035309,1.119403,25.412523
