ECG-Lead3ElectricPotential(mV),PulseOximetry,PulmonaryArterialCarbonDioxidePressure(mmHg),HeartRate(1/min),DiastolicArterialPressure(mmHg),SystolicArterialPressure(mmHg),OxygenSaturation,EndTidalCarbonDioxideFraction,RespirationRate(1/min),CoreTemperature(degC),PulmonaryArterialOxygenPressure(mmHg),InspiratoryExpiratoryRatio,MechanicalVentilator-AirwayPressure(cmH2O),MechanicalVentilator-InspiratoryFlow(L/s),MechanicalVentilator-ExpiratoryFlow(L/s),MechanicalVentilator-TotalLungVolume(L),MechanicalVentilator-PeakInspiratoryPressure(cmH2O),MechanicalVentilator-TidalVolume(mL),MechanicalVentilator-TotalPulmonaryVentilation(L/s),MechanicalVentilator-MeanAirwayPressure(cmH2O),MechanicalVentilator-RespirationRate(1/min),MechanicalVentilator-EndTidalCarbonDioxideFraction,MechanicalVentilator-StaticPulmonaryCompliance(L/cmH2O),MechanicalVentilator-DynamicPulmonaryCompliance(L/cmH2O),MechanicalVentilator-InspiratoryExpiratoryRatio,MechanicalVentilator-PlateauPressure(cmH2O)
0.157,0.9852,59.071878,63.440977,72.662236,116.3323,0.99579,0.046843,18.63354,37.153254,43.930884,1.402985,24.010692,0.218966,-0.218966,0.622377,24.050921,664.001317,0.206212,18.055873,18.63354,0.046189,0.030372,0.030372,2.744186,24.050921
-0.033977,0.98913,63.670052,70.504626,72.792933,114.125489,0.985386,0.057553,21.582734,37.16232,45.345521,1.316667,2.392888,0.0847,-0.0847,0.005938,2.410919,14.187748,0.005104,2.392749,21.582734,0.043692,0.115295,0.115295,14.444444,2.410919
-0.0484,0.972404,69.361456,101.472186,81.401212,116.726335,0.889343,0.059954,23.809524,37.17068,44.507544,1.423077,6.020345,0.034225,-0.034225,0.167784,6.316252,-40.797385,-0.029364,6.138897,23.076923,0.032177,-0.300456,-0.300456,0.585366,6.316252
0.1975,0.949607,71.303898,69.317127,69.922713,112.637529,0.971749,0.040495,23.255814,37.177919,42.96709,1.6875,6.202237,0.067672,-0.067672,0.227919,11.52085,69.7777,0.028914,6.829937,23.255814,0.050049,0.014082,0.014082,0.141593,11.52085
-0.052765,0.966965,74.726723,89.570701,77.080404,112.469318,0.984061,0.065595,23.076923,37.185506,46.735069,1.363636,3.338085,0.13088,-0.13088,0.06584,3.374786,-23.475479,-0.007722,3.343852,19.736842,0.015775,-0.158367,-0.158367,18.0,3.374786
-0.072769,0.956528,71.021565,115.594431,81.132931,112.517921,0.875005,0.054697,22.727273,37.191914,44.193043,1.693878,18.060668,-0.605562,0.605562,0.170645,25.358589,404.162545,0.152081,23.220171,22.727273,0.050875,0.054772,0.054772,2.567568,25.358589
0.203,0.894812,70.561566,129.231838,82.919175,109.28153,0.85656,0.057264,38.961039,37.197517,39.115327,1.851852,4.886662,0.246438,-0.246438,0.04566,4.968612,-5.08546,-0.002333,4.902056,27.522936,0.029882,-0.021328,-0.021328,26.25,4.968612
-0.033865,0.925009,72.782218,81.639468,76.122602,114.167543,0.983822,0.063652,22.727273,37.204654,43.026222,1.444444,11.304471,0.203962,-0.203962,0.041896,12.971102,-35.563341,0.030149,11.763615,26.548673,0.041441,0.042422,0.042422,0.378049,12.971102
0.091,0.963238,76.227613,84.683051,76.399186,113.652075,0.990689,0.065916,22.900763,37.211584,47.902935,1.381818,10.751793,0.209846,-0.209846,0.051412,10.809367,115.95095,0.044256,10.669983,22.900763,0.054134,0.206492,0.206492,4.458333,10.809367
0.02231,0.979942,79.053498,105.545733,80.697302,110.630144,0.99065,0.068696,23.255814,37.217998,50.467369,1.388889,1.822064,0.209526,-0.209526,0.166253,1.857424,12.714453,0.004928,1.838729,23.255814,0.055994,0.137811,0.137811,24.8,1.857424
0.098,0.98534,79.745474,101.837497,79.945074,111.269377,0.986976,0.068141,23.255814,37.224419,50.925629,1.388889,14.098579,0.208366,-0.208366,0.223497,14.098579,223.496642,0.086526,13.747275,23.255814,0.056737,0.333156,0.333156,0.925373,14.098579
0.203547,0.991856,76.411835,57.425556,64.084088,112.186855,0.997896,0.05875,21.428571,37.230335,49.616286,0.196581,5.615434,-0.29807,0.29807,0.131455,26.021102,410.16606,0.146596,8.953889,21.428571,0.055048,0.020093,0.020093,0.206897,26.021102
-0.018,0.994866,78.906373,101.854078,79.176497,110.963917,0.994749,0.068308,23.255814,37.236643,52.441439,1.388889,2.588227,0.22367,-0.22367,0.139921,2.652021,116.233006,0.045052,2.584285,23.255814,0.055704,0.724063,0.724063,4.16,2.652021
0.059769,0.993581,81.207005,115.896337,81.593383,109.797861,0.990594,0.07002,23.4375,37.242333,52.632583,1.415094,1.453299,-0.233934,0.233934,0.222941,1.49951,-3.779204,-0.001478,1.434608,23.4375,0.057363,-0.065169,-0.065169,0.07563,1.49951
-0.023222,0.988074,81.969542,113.606279,80.116777,109.576229,0.972229,0.069574,23.622047,37.24763,51.461765,1.396226,6.198929,0.13258,-0.13258,0.005509,6.237037,246.393296,0.097005,6.119263,23.622047,0.058215,0.768668,0.768668,2.432432,6.237037
0.00148,0.987728,82.809165,120.586695,82.00562,109.983949,0.995338,0.071112,23.4375,37.252642,52.133599,1.37037,3.595154,-0.00374,0.00374,0.15925,3.571048,-71.240769,-0.030187,3.531647,25.423729,0.059842,0.0,0.0,18.666667,3.571048
0.0066,0.995269,72.301569,50.298565,56.737255,109.990822,0.998663,0.05198,20.0,37.256802,49.247048,1.5,22.785805,0.368133,-0.368133,0.454076,22.846902,594.865357,0.198288,17.681451,20.0,0.050993,0.029323,0.029323,3.054054,22.846902
0.668,0.995863,73.488001,70.457396,69.020264,114.595913,0.988092,0.022462,22.556391,37.263487,49.824533,1.557692,17.9921,0.080924,-0.080924,0.136794,24.26552,125.814668,0.047197,18.947406,22.556391,0.052082,0.020078,0.020078,0.1875,24.26552
-0.025609,0.961288,71.892743,133.968622,81.903102,109.425743,0.816588,0.053172,23.622047,37.267328,44.317286,1.702128,24.071572,0.239932,-0.239932,0.017234,24.127151,451.122425,0.186414,22.146104,24.793388,0.049448,0.074005,0.074005,2.184211,24.127151
0.0409,0.845257,71.692703,150.303787,84.267084,108.11436,0.727361,0.05476,63.829787,37.270555,35.586206,1.611111,7.631821,0.249217,-0.249217,-0.024938,7.632112,-25.001803,-0.013299,7.595943,31.914894,0.011429,-0.085719,-0.085719,5.714286,7.632112
-0.038265,0.894424,70.82344,61.625768,65.28451,110.682746,0.990849,0.056759,11.070111,37.275028,40.786547,0.449198,13.943412,-0.007242,0.007242,0.206268,24.099386,326.389091,0.059895,19.225235,11.070111,0.059836,0.032002,0.032002,1.100775,24.099386
-0.001371,0.948211,75.017106,86.949551,76.519299,112.948587,0.977044,0.065812,23.076923,37.280286,46.913745,1.54902,7.62367,0.060277,-0.060277,-0.001027,9.866867,167.950238,0.064596,6.478976,23.076923,0.054456,0.037389,0.037389,0.340206,9.866867
0.01,0.973094,73.519695,64.213192,71.065513,115.65327,0.996356,0.05891,21.276596,37.284623,47.452897,0.355769,18.696027,0.480812,-0.480812,0.265735,18.708661,388.531146,0.137777,8.795484,21.276596,0.054308,0.028896,0.028896,0.368932,18.708661
0.006,0.990221,61.598415,62.07036,70.872101,116.767902,0.997507,0.046876,19.10828,37.286987,45.874758,1.211268,28.996551,0.26816,-0.26816,0.601035,29.01607,710.374879,0.226234,20.673321,19.10828,0.046165,0.03851,0.03851,1.242857,29.01607
0.034,0.993831,65.831759,64.383058,70.268804,116.679319,0.993803,0.058243,21.73913,37.292726,47.290941,1.338983,15.700693,0.17008,-0.17008,0.110035,16.528535,35.415834,-0.146253,16.337071,90.909091,0.044488,-0.117298,-0.117298,3.125,16.528535
0.079182,0.990605,64.542589,68.39939,72.168915,116.123724,0.981488,0.053493,19.607843,37.295896,45.972006,1.428571,19.49411,0.320708,-0.320708,0.260568,19.535325,455.436542,0.148835,15.547337,19.607843,0.050725,0.040408,0.040408,1.886792,19.535325
0.033465,0.986062,68.854567,69.853917,73.538061,115.756326,0.986648,0.060806,22.222222,37.300756,46.450554,1.327586,16.731179,0.187314,-0.187314,0.042785,16.764065,-40.365111,-0.020183,16.702316,30.0,0.048195,-0.049876,-0.049876,19.0,16.764065
0.086053,0.98109,73.963453,80.151583,75.463794,113.811729,0.955262,0.064481,23.255814,37.304743,47.631594,1.345455,4.345745,-0.020294,0.020294,-0.006795,4.375218,-211.849003,-0.252201,4.33875,71.428571,0.052925,-0.954131,-0.954131,4.25,4.375218
0.069615,0.968436,75.260103,77.528524,74.641541,114.808545,0.963944,0.064553,23.076923,37.308374,46.077915,1.363636,8.642321,0.205695,-0.205695,0.106243,8.709907,144.444481,0.066872,8.630934,27.777778,0.034161,0.332048,0.332048,17.0,8.709907
0.0605,0.971123,76.684027,83.901444,75.927259,113.956563,0.978558,0.065864,23.076923,37.311605,47.546778,1.5,13.299598,0.062155,-0.062155,0.261544,16.23706,188.841848,0.07262,14.261927,23.076923,0.05533,0.064732,0.064732,0.494253,16.23706
-0.032,0.977305,75.621458,69.988573,72.798842,115.694491,0.983042,0.06173,22.222222,37.314421,47.811599,1.54717,18.570746,0.258051,-0.258051,0.07149,18.633612,263.170712,0.097471,17.2985,22.222222,0.055002,0.047921,0.047921,3.354839,18.633612
0.182633,0.989496,71.205051,62.180303,69.956312,116.261422,0.998434,0.054267,20.27027,37.316779,48.231933,1.508475,27.24091,0.232448,-0.232448,0.355301,27.267116,460.207452,0.155475,23.50868,20.27027,0.051365,0.04642,0.04642,1.690909,27.267116
0.015081,0.995348,75.155701,82.618286,75.685295,114.340455,0.997013,0.065786,22.900763,37.320134,51.439177,1.568627,3.968138,0.170275,-0.170275,0.055249,7.461893,15.747369,0.006008,4.147873,22.900763,0.053467,0.004541,0.004541,0.056452,7.461893
0.202,0.990866,78.591348,100.51704,79.358205,111.388979,0.961024,0.068003,23.4375,37.322285,51.149012,1.37037,2.61399,0.243076,-0.243076,0.003826,2.674086,197.007476,0.094715,2.622571,28.846154,0.020384,1.726808,1.726808,16.333333,2.674086
-0.009857,0.891305,73.629081,144.99844,83.546401,108.915524,0.686557,0.047456,30.612245,37.322771,38.58497,0.580645,12.684728,-0.923096,0.923096,0.020521,17.732243,55.465837,0.037907,17.060827,30.927835,0.016941,0.014505,0.014505,7.083333,17.732243
-0.05,0.778441,75.33608,188.4,85.599244,107.586787,0.726659,0.0,0.0,37.324788,33.319521,0.0,22.537715,0.279076,-0.279076,-0.013605,22.535003,10.222888,0.011887,20.972964,69.767442,0.014391,0.002295,0.002295,2.071429,22.535003
0.424889,0.845923,78.912978,114.711729,81.704968,110.09727,0.976663,0.069858,24.793388,37.325566,41.281044,1.42,1.645073,0.095847,-0.095847,-0.001119,1.641481,4.397538,0.001759,1.581388,24.0,0.058137,0.078901,0.078901,0.136364,1.641481
0.039357,0.922447,80.292528,110.221043,80.891504,110.926073,0.975717,0.069362,23.4375,37.326969,47.710677,1.415094,8.108404,0.217153,-0.217153,0.200925,8.533905,63.336496,0.024692,8.223721,23.4375,0.057801,0.16234,0.16234,0.292929,8.533905
-0.0265,0.94201,80.094987,83.715948,76.253068,113.934023,0.935723,0.065177,25.210084,37.328236,47.176023,1.644444,16.041711,0.353968,-0.353968,0.140618,16.042022,251.531034,0.106581,12.573777,25.423729,0.055884,0.047357,0.047357,0.552632,16.042022
0.069258,0.955041,79.695165,97.649757,78.602256,112.457795,0.982184,0.067811,23.255814,37.329473,47.811623,1.345455,14.885873,0.159656,-0.159656,0.109129,14.876514,90.188811,0.028907,14.854851,19.230769,0.057534,0.0,0.0,18.5,14.876514
-0.030846,0.976314,81.882822,116.949967,81.455205,110.300969,0.992832,0.070884,23.622047,37.329878,51.59681,1.396226,1.988535,-0.156615,0.156615,0.015938,1.981688,-1.396004,-0.000273,1.923936,11.71875,0.058421,-0.0146,-0.0146,1.031746,1.981688
0.059769,0.990349,82.189332,116.616007,80.590328,109.923432,0.997122,0.071622,23.622047,37.331006,53.77415,0.867647,8.583555,-0.078247,0.078247,-0.016147,8.571583,-17.925286,-0.007057,5.805326,23.622047,0.061288,-0.002447,-0.002447,1.702128,8.571583
0.668,0.986514,83.519215,121.610788,81.683239,109.476309,0.946889,0.069846,25.210084,37.3311,52.584422,1.479167,1.998485,-0.403193,0.403193,0.087353,1.976074,9.16905,0.003885,1.955901,25.423729,0.056757,0.184945,0.184945,117.0,1.976074
-0.042773,0.97029,80.456018,69.115869,68.425018,112.1588,0.962307,0.072083,11.627907,37.332527,47.570396,0.457627,15.46559,-0.136877,0.136877,0.477612,15.435908,245.714251,0.047619,12.216493,11.627907,0.067729,0.032507,0.032507,1.366972,15.435908
0.125629,0.975102,80.404573,88.043415,76.407227,112.218769,0.989456,0.065387,23.076923,37.333063,49.564333,1.5,16.131926,-0.218245,0.218245,-0.134244,16.095446,117.79443,0.049913,15.344612,25.423729,0.010856,0.017129,0.017129,8.833333,16.095446
0.003,0.983826,82.062111,113.417174,82.167107,111.724235,0.98815,0.070179,23.4375,37.332884,52.091411,1.415094,7.503723,0.226994,-0.226994,0.05397,7.571802,138.819673,0.054226,7.449981,23.4375,0.058345,0.341191,0.341191,4.12,7.571802
